,Country/Region,Province/State,Admin2,Combined_Key,Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Active
13062,US,Minnesota,Mower,"Mower, Minnesota, US",3/23/2020 23:19,43.67142874,-92.75234549,6,0,0,0
13063,US,Kentucky,Muhlenberg,"Muhlenberg, Kentucky, US",3/23/2020 23:19,37.21425819,-87.14632053,2,0,0,0
13064,US,Oregon,Multnomah,"Multnomah, Oregon, US",3/23/2020 23:19,45.54747959,-122.4169351,21,1,0,0
13065,US,Georgia,Murray,"Murray, Georgia, US",3/23/2020 23:19,34.78897608,-84.74993177,0,0,0,0
13066,US,Minnesota,Murray,"Murray, Minnesota, US",3/23/2020 23:19,44.02216709,-95.76328482,0,0,0,0
13067,US,Oklahoma,Murray,"Murray, Oklahoma, US",3/23/2020 23:19,34.48116015,-97.06826283,0,0,0,0
13068,US,Iowa,Muscatine,"Muscatine, Iowa, US",3/23/2020 23:19,41.48370744,-91.1121697,3,0,0,0
13069,US,Georgia,Muscogee,"Muscogee, Georgia, US",3/23/2020 23:19,32.50931999,-84.87142262,2,0,0,0
13070,US,Michigan,Muskegon,"Muskegon, Michigan, US",3/23/2020 23:19,43.29123859,-86.15176712,1,0,0,0
13071,US,Ohio,Muskingum,"Muskingum, Ohio, US",3/23/2020 23:19,39.96575964,-81.94363275,0,0,0,0
13072,US,Oklahoma,Muskogee,"Muskogee, Oklahoma, US",3/23/2020 23:19,35.61318461,-95.37802952,1,0,0,0
13073,US,Montana,Musselshell,"Musselshell, Montana, US",3/23/2020 23:19,46.49684637,-108.39498,0,0,0,0
13074,US,Texas,Nacogdoches,"Nacogdoches, Texas, US",3/23/2020 23:19,31.62017125,-94.61803994,0,0,0,0
13075,US,Nebraska,Nance,"Nance, Nebraska, US",3/23/2020 23:19,41.39750195,-97.99327291,0,0,0,0
13076,US,Massachusetts,Nantucket,"Nantucket, Massachusetts, US",3/23/2020 23:19,41.2942019,-70.08774729,0,0,0,0
13077,US,California,Napa,"Napa, California, US",3/23/2020 23:19,38.50735751,-122.332839,2,0,0,0
13078,US,North Carolina,Nash,"Nash, North Carolina, US",3/23/2020 23:19,35.96575634,-77.98422508,1,0,0,0
13079,US,Florida,Nassau,"Nassau, Florida, US",3/23/2020 23:19,30.61037141,-81.80297522,1,0,0,0
13080,US,New York,Nassau,"Nassau, New York, US",3/23/2020 23:19,40.74066522,-73.58941873,2442,4,0,0
13081,US,Louisiana,Natchitoches,"Natchitoches, Louisiana, US",3/23/2020 23:19,31.72321584,-93.09816516,2,0,0,0
13082,US,Wyoming,Natrona,"Natrona, Wyoming, US",3/23/2020 23:19,42.96180148,-106.797885,1,0,0,0
13083,US,Arizona,Navajo,"Navajo, Arizona, US",3/23/2020 23:19,35.3997715,-110.3218983,25,0,0,0
13084,US,Texas,Navarro,"Navarro, Texas, US",3/23/2020 23:19,32.04620681,-96.47428766,0,0,0,0
13085,US,Kentucky,Nelson,"Nelson, Kentucky, US",3/23/2020 23:19,37.80335779,-85.4657193,1,0,0,0
13086,US,North Dakota,Nelson,"Nelson, North Dakota, US",3/23/2020 23:19,47.9226426,-98.19038437,0,0,0,0
13087,US,Virginia,Nelson,"Nelson, Virginia, US",3/23/2020 23:19,37.78790447,-78.88498513,0,0,0,0
13088,US,Kansas,Nemaha,"Nemaha, Kansas, US",3/23/2020 23:19,39.78345387,-96.01392079,0,0,0,0
13089,US,Nebraska,Nemaha,"Nemaha, Nebraska, US",3/23/2020 23:19,40.38514847,-95.85433992,1,0,0,0
13090,US,Kansas,Neosho,"Neosho, Kansas, US",3/23/2020 23:19,37.55862897,-95.30670046,0,0,0,0
13091,US,Mississippi,Neshoba,"Neshoba, Mississippi, US",3/23/2020 23:19,32.75339664,-89.11726492,0,0,0,0
13092,US,Kansas,Ness,"Ness, Kansas, US",3/23/2020 23:19,38.47974157,-99.91547333,0,0,0,0
13093,US,Arkansas,Nevada,"Nevada, Arkansas, US",3/23/2020 23:19,33.66340119,-93.30632432,0,0,0,0
13094,US,California,Nevada,"Nevada, California, US",3/23/2020 23:19,39.30394768,-120.7627281,2,0,0,0
13095,US,Delaware,New Castle,"New Castle, Delaware, US",3/23/2020 23:19,39.57992638,-75.64054974,44,0,0,0
13096,US,North Carolina,New Hanover,"New Hanover, North Carolina, US",3/23/2020 23:19,34.25758282,-77.87075626,4,0,0,0
13097,US,Connecticut,New Haven,"New Haven, Connecticut, US",3/23/2020 23:19,41.4080325,-72.93620426,41,0,0,0
13098,US,Virginia,New Kent,"New Kent, Virginia, US",3/23/2020 23:19,37.50694406,-76.99828634,0,0,0,0
13099,US,Connecticut,New London,"New London, Connecticut, US",3/23/2020 23:19,41.48896435,-72.10430976,4,0,0,0
13100,US,Missouri,New Madrid,"New Madrid, Missouri, US",3/23/2020 23:19,36.59666326,-89.66070007,0,0,0,0
13101,US,New York,New York City,"New York City, New York, US",3/23/2020 23:19,40.7672726,-73.97152637,12305,99,0,0
13102,US,Michigan,Newaygo,"Newaygo, Michigan, US",3/23/2020 23:19,43.554374,-85.80070107,1,0,0,0
13103,US,South Carolina,Newberry,"Newberry, South Carolina, US",3/23/2020 23:19,34.28629098,-81.59935761,1,0,0,0
13104,US,Rhode Island,Newport,"Newport, Rhode Island, US",3/23/2020 23:19,41.5642026,-71.26569799,9,0,0,0
13105,US,Virginia,Newport News,"Newport News, Virginia, US",3/23/2020 23:19,37.08166899,-76.51754109,2,1,0,0
13106,US,Arkansas,Newton,"Newton, Arkansas, US",3/23/2020 23:19,35.91947491,-93.21612969,0,0,0,0
13107,US,Georgia,Newton,"Newton, Georgia, US",3/23/2020 23:19,33.55514538,-83.8454714,4,0,0,0
13108,US,Indiana,Newton,"Newton, Indiana, US",3/23/2020 23:19,40.95610449,-87.39635768,0,0,0,0
13109,US,Mississippi,Newton,"Newton, Mississippi, US",3/23/2020 23:19,32.40021118,-89.11843336,0,0,0,0
13110,US,Missouri,Newton,"Newton, Missouri, US",3/23/2020 23:19,36.90519407,-94.3394104,0,0,0,0
13111,US,Texas,Newton,"Newton, Texas, US",3/23/2020 23:19,30.78548982,-93.74408813,0,0,0,0
13112,US,Idaho,Nez Perce,"Nez Perce, Idaho, US",3/23/2020 23:19,46.32638236,-116.7500975,0,0,0,0
13113,US,New York,Niagara,"Niagara, New York, US",3/23/2020 23:19,43.19898042,-78.74777412,9,0,0,0
13114,US,Kentucky,Nicholas,"Nicholas, Kentucky, US",3/23/2020 23:19,38.33342292,-84.01889177,0,0,0,0
13115,US,West Virginia,Nicholas,"Nicholas, West Virginia, US",3/23/2020 23:19,38.29617706,-80.79759588,0,0,0,0
13116,US,Minnesota,Nicollet,"Nicollet, Minnesota, US",3/23/2020 23:19,44.35291112,-94.24710352,3,0,0,0
13117,US,Wyoming,Niobrara,"Niobrara, Wyoming, US",3/23/2020 23:19,43.05607708,-104.4758896,0,0,0,0
13118,US,Indiana,Noble,"Noble, Indiana, US",3/23/2020 23:19,41.39672484,-85.41966713,1,0,0,0
13119,US,Ohio,Noble,"Noble, Ohio, US",3/23/2020 23:19,39.76818851,-81.45937183,0,0,0,0
13120,US,Oklahoma,Noble,"Noble, Oklahoma, US",3/23/2020 23:19,36.38953329,-97.22928674,1,0,0,0
13121,US,Minnesota,Nobles,"Nobles, Minnesota, US",3/23/2020 23:19,43.67434621,-95.75329576,0,0,0,0
13122,US,Missouri,Nodaway,"Nodaway, Missouri, US",3/23/2020 23:19,40.36079813,-94.88133008,0,0,0,0
13123,US,Texas,Nolan,"Nolan, Texas, US",3/23/2020 23:19,32.30365282,-100.4060208,0,0,0,0
13124,US,Alaska,Nome,"Nome, Alaska, US",3/23/2020 23:19,64.90320724,-164.0353804,0,0,0,0
13125,US,Massachusetts,Norfolk,"Norfolk, Massachusetts, US",3/23/2020 23:19,42.16073095,-71.20530408,82,0,0,0
13126,US,Virginia,Norfolk,"Norfolk,Virginia,US",3/23/2020 23:19,36.89934014,-76.26420872,5,0,0,0
13127,US,Minnesota,Norman,"Norman, Minnesota, US",3/23/2020 23:19,47.32628443,-96.45620947,0,0,0,0
13128,US,Alaska,North Slope,"North Slope, Alaska, US",3/23/2020 23:19,69.31479216,-153.4836093,0,0,0,0
13129,US,North Carolina,Northampton,"Northampton, North Carolina, US",3/23/2020 23:19,36.41736238,-77.39769443,1,0,0,0
13130,US,Pennsylvania,Northampton,"Northampton, Pennsylvania, US",3/23/2020 23:19,40.75182733,-75.30471829,23,2,0,0
13131,US,Virginia,Northampton,"Northampton, Virginia, US",3/23/2020 23:19,37.34062933,-75.87751591,0,0,0,0
13132,US,Pennsylvania,Northumberland,"Northumberland, Pennsylvania, US",3/23/2020 23:19,40.84785433,-76.70798222,0,0,0,0
13133,US,Virginia,Northumberland,"Northumberland, Virginia, US",3/23/2020 23:19,37.89202088,-76.41949732,0,0,0,0
13134,US,Alaska,Northwest Arctic,"Northwest Arctic, Alaska, US",3/23/2020 23:19,67.04919196,-159.7503946,0,0,0,0
13135,US,Kansas,Norton,"Norton, Kansas, US",3/23/2020 23:19,39.78443827,-99.90286639,0,0,0,0
13136,US,Virginia,Norton,"Norton, Virginia, US",3/23/2020 23:19,36.93357076,-82.62750411,0,0,0,0
13137,US,Virginia,Nottoway,"Nottoway, Virginia, US",3/23/2020 23:19,37.1435975,-78.05065922,0,0,0,0
13138,US,Oklahoma,Nowata,"Nowata, Oklahoma, US",3/23/2020 23:19,36.79843529,-95.61902331,0,0,0,0
13139,US,Mississippi,Noxubee,"Noxubee, Mississippi, US",3/23/2020 23:19,33.11009499,-88.56949061,0,0,0,0
13140,US,Nebraska,Nuckolls,"Nuckolls, Nebraska, US",3/23/2020 23:19,40.17637905,-98.04743961,0,0,0,0
13141,US,Texas,Nueces,"Nueces, Texas, US",3/23/2020 23:19,27.736286,-97.5433285,1,0,0,0
13142,US,Nevada,Nye,"Nye, Nevada, US",3/23/2020 23:19,38.04264256,-116.4722702,0,0,0,0
13143,US,Iowa,O'Brien,"O'Brien, Iowa, US",3/23/2020 23:19,43.08310673,-95.62474482,0,0,0,0
13144,US,Michigan,Oakland,"Oakland, Michigan, US",3/23/2020 23:19,42.66090111,-83.38595416,329,4,0,0
13145,US,Tennessee,Obion,"Obion, Tennessee, US",3/23/2020 23:19,36.35732446,-89.14921589,0,0,0,0
13146,US,New Jersey,Ocean,"Ocean, New Jersey, US",3/23/2020 23:19,39.8895449,-74.28089251,144,1,0,0
13147,US,Michigan,Oceana,"Oceana, Michigan, US",3/23/2020 23:19,43.64124435,-86.26726673,0,0,0,0
13148,US,Texas,Ochiltree,"Ochiltree, Texas, US",3/23/2020 23:19,36.27829105,-100.8158184,0,0,0,0
13149,US,Georgia,Oconee,"Oconee, Georgia, US",3/23/2020 23:19,33.83749973,-83.43679568,3,0,0,0
13150,US,South Carolina,Oconee,"Oconee, South Carolina, US",3/23/2020 23:19,34.75225169,-83.06742317,2,0,0,0
13151,US,Wisconsin,Oconto,"Oconto, Wisconsin, US",3/23/2020 23:19,45.02715345,-88.26807503,0,0,0,0
13152,US,Michigan,Ogemaw,"Ogemaw, Michigan, US",3/23/2020 23:19,44.33481032,-84.12725175,0,0,0,0
13153,US,South Dakota,Oglala Lakota,"Oglala Lakota, South Dakota, US",3/23/2020 23:19,43.33749164,-102.5555498,0,0,0,0
13154,US,Illinois,Ogle,"Ogle, Illinois, US",3/23/2020 23:19,42.04165196,-89.32184679,0,0,0,0
13155,US,Georgia,Oglethorpe,"Oglethorpe, Georgia, US",3/23/2020 23:19,33.8786296,-83.08278123,0,0,0,0
13156,US,Indiana,Ohio,"Ohio, Indiana, US",3/23/2020 23:19,38.955305,-84.96515993,0,0,0,0
13157,US,Kentucky,Ohio,"Ohio, Kentucky, US",3/23/2020 23:19,37.47751843,-86.85368087,0,0,0,0
13158,US,West Virginia,Ohio,"Ohio, West Virginia, US",3/23/2020 23:19,40.0955451,-80.62203992,0,0,0,0
13159,US,Florida,Okaloosa,"Okaloosa, Florida, US",3/23/2020 23:19,30.69143028,-86.59267105,14,0,0,0
13160,US,Washington,Okanogan,"Okanogan, Washington, US",3/23/2020 23:19,48.54855019,-119.7387224,0,0,0,0
13161,US,Florida,Okeechobee,"Okeechobee, Florida, US",3/23/2020 23:19,27.3863362,-80.88944347,0,0,0,0
13162,US,Oklahoma,Okfuskee,"Okfuskee, Oklahoma, US",3/23/2020 23:19,35.46485198,-96.32639984,0,0,0,0
13163,US,Oklahoma,Oklahoma,"Oklahoma, Oklahoma, US",3/23/2020 23:19,35.55140095,-97.40716948,29,0,0,0
13164,US,Oklahoma,Okmulgee,"Okmulgee, Oklahoma, US",3/23/2020 23:19,35.64661916,-95.96432828,0,0,0,0
13165,US,Mississippi,Oktibbeha,"Oktibbeha, Mississippi, US",3/23/2020 23:19,33.42491685,-88.87905132,5,0,0,0
13166,US,Kentucky,Oldham,"Oldham, Kentucky, US",3/23/2020 23:19,38.39791089,-85.448222,1,0,0,0
13167,US,Texas,Oldham,"Oldham, Texas, US",3/23/2020 23:19,35.40425596,-102.6027606,1,0,0,0
13168,US,North Dakota,Oliver,"Oliver, North Dakota, US",3/23/2020 23:19,47.11530482,-101.3406158,0,0,0,0
13169,US,Minnesota,Olmsted,"Olmsted, Minnesota, US",3/23/2020 23:19,44.00374114,-92.40209944,16,0,0,0
13170,US,Idaho,Oneida,"Oneida, Idaho, US",3/23/2020 23:19,42.1949428,-112.5407838,0,0,0,0
13171,US,New York,Oneida,"Oneida, New York, US",3/23/2020 23:19,43.24375382,-75.43710392,5,0,0,0
13172,US,Wisconsin,Oneida,"Oneida, Wisconsin, US",3/23/2020 23:19,45.70677897,-89.51944105,0,0,0,0
13173,US,New York,Onondaga,"Onondaga, New York, US",3/23/2020 23:19,43.00491923,-76.19971155,53,0,0,0
13174,US,North Carolina,Onslow,"Onslow, North Carolina, US",3/23/2020 23:19,34.72607366,-77.42908179,3,0,0,0
13175,US,New York,Ontario,"Ontario, New York, US",3/23/2020 23:19,42.85145728,-77.30874425,4,0,0,0
13176,US,Michigan,Ontonagon,"Ontonagon, Michigan, US",3/23/2020 23:19,46.6652262,-89.31390481,0,0,0,0
13177,US,California,Orange,"Orange, California, US",3/23/2020 23:19,33.70147516,-117.7645998,125,0,0,0
13178,US,Florida,Orange,"Orange, Florida, US",3/23/2020 23:19,28.51367621,-81.31799498,48,2,0,0
13179,US,Indiana,Orange,"Orange, Indiana, US",3/23/2020 23:19,38.5411892,-86.49523093,0,0,0,0
13180,US,New York,Orange,"Orange, New York, US",3/23/2020 23:19,41.40337468,-74.30240757,389,0,0,0
13181,US,North Carolina,Orange,"Orange, North Carolina, US",3/23/2020 23:19,36.06092947,-79.12167935,6,0,0,0
13182,US,Texas,Orange,"Orange, Texas, US",3/23/2020 23:19,30.11879481,-93.89412775,1,0,0,0
13183,US,Vermont,Orange,"Orange, Vermont, US",3/23/2020 23:19,44.00470222,-72.37640104,3,0,0,0
13184,US,Virginia,Orange,"Orange, Virginia, US",3/23/2020 23:19,38.24530219,-78.015604,0,0,0,0
13185,US,South Carolina,Orangeburg,"Orangeburg, South Carolina, US",3/23/2020 23:19,33.4391073,-80.79886287,8,0,0,0
13186,US,Missouri,Oregon,"Oregon, Missouri, US",3/23/2020 23:19,36.68710164,-91.4033755,0,0,0,0
13187,US,Louisiana,Orleans,"Orleans, Louisiana, US",3/23/2020 23:19,30.06971951,-89.92660315,567,20,0,0
13188,US,New York,Orleans,"Orleans, New York, US",3/23/2020 23:19,43.2516977,-78.2320066,0,0,0,0
13189,US,Vermont,Orleans,"Orleans, Vermont, US",3/23/2020 23:19,44.82964024,-72.24562697,2,0,0,0
13190,US,Kansas,Osage,"Osage, Kansas, US",3/23/2020 23:19,38.65235984,-95.72707998,0,0,0,0
13191,US,Missouri,Osage,"Osage, Missouri, US",3/23/2020 23:19,38.46036182,-91.8613635,0,0,0,0
13192,US,Oklahoma,Osage,"Osage, Oklahoma, US",3/23/2020 23:19,36.62888819,-96.39635704,0,0,0,0
13193,US,Kansas,Osborne,"Osborne, Kansas, US",3/23/2020 23:19,39.3503437,-98.76753828,0,0,0,0
13194,US,Florida,Osceola,"Osceola, Florida, US",3/23/2020 23:19,28.06312234,-81.14882926,25,0,0,0
13195,US,Iowa,Osceola,"Osceola, Iowa, US",3/23/2020 23:19,43.37824276,-95.62422844,0,0,0,0
13196,US,Michigan,Osceola,"Osceola, Michigan, US",3/23/2020 23:19,43.98992088,-85.32566756,0,0,0,0
13197,US,Michigan,Oscoda,"Oscoda, Michigan, US",3/23/2020 23:19,44.68192279,-84.12939244,0,0,0,0
13198,US,New York,Oswego,"Oswego, New York, US",3/23/2020 23:19,43.42778894,-76.14635194,2,0,0,0
13199,US,Colorado,Otero,"Otero, Colorado, US",3/23/2020 23:19,37.9014485,-103.7173385,0,0,0,0
13200,US,New Mexico,Otero,"Otero, New Mexico, US",3/23/2020 23:19,32.61348406,-105.7417604,0,0,0,0
13201,US,Nebraska,Otoe,"Otoe, Nebraska, US",3/23/2020 23:19,40.64843556,-96.13374142,0,0,0,0
13202,US,Michigan,Otsego,"Otsego, Michigan, US",3/23/2020 23:19,45.02085831,-84.59898295,3,0,0,0
13203,US,New York,Otsego,"Otsego, New York, US",3/23/2020 23:19,42.63492579,-75.03151402,1,0,0,0
13204,US,Kansas,Ottawa,"Ottawa, Kansas, US",3/23/2020 23:19,39.13237408,-97.65020313,0,0,0,0
13205,US,Michigan,Ottawa,"Ottawa, Michigan, US",3/23/2020 23:19,42.95996803,-85.9969107,11,0,0,0
13206,US,Ohio,Ottawa,"Ottawa, Ohio, US",3/23/2020 23:19,41.53781826,-83.0940185,0,0,0,0
13207,US,Oklahoma,Ottawa,"Ottawa, Oklahoma, US",3/23/2020 23:19,36.83532655,-94.81011909,0,0,0,0
13208,US,Minnesota,Otter Tail,"Otter Tail, Minnesota, US",3/23/2020 23:19,46.40846929,-95.70835255,0,0,0,0
13209,US,Arkansas,Ouachita,"Ouachita, Arkansas, US",3/23/2020 23:19,33.58839816,-92.87795984,0,0,0,0
13210,US,Louisiana,Ouachita,"Ouachita, Louisiana, US",3/23/2020 23:19,32.47645559,-92.15704172,9,1,0,0
13211,US,Colorado,Ouray,"Ouray, Colorado, US",3/23/2020 23:19,38.14717457,-107.7675136,0,0,0,0
13212,US,Michigan,Out of MI,"Out of MI,Michigan,US",3/23/2020 23:19,0,0,4,0,0,0
13213,US,Tennessee,Out of TN,"Out of TN,Tennessee,US",3/23/2020 23:19,0,0,89,0,0,0
13214,US,Utah,Out of UT,"Out of UT,Utah,US",3/23/2020 23:19,0,0,13,0,0,0
13215,US,Wisconsin,Outagamie,"Outagamie, Wisconsin, US",3/23/2020 23:19,44.41578887,-88.46565023,2,0,0,0
13216,US,Tennessee,Overton,"Overton, Tennessee, US",3/23/2020 23:19,36.34117832,-85.28989535,0,0,0,0
13217,US,Indiana,Owen,"Owen, Indiana, US",3/23/2020 23:19,39.31145587,-86.83900724,1,0,0,0
13218,US,Kentucky,Owen,"Owen, Kentucky, US",3/23/2020 23:19,38.51679143,-84.82404619,0,0,0,0
13219,US,Kentucky,Owsley,"Owsley, Kentucky, US",3/23/2020 23:19,37.42823949,-83.68811419,0,0,0,0
13220,US,Idaho,Owyhee,"Owyhee, Idaho, US",3/23/2020 23:19,42.58016894,-116.1693871,0,0,0,0
13221,US,Maine,Oxford,"Oxford, Maine, US",3/23/2020 23:19,44.49952995,-70.75682123,5,0,0,0
13222,US,Missouri,Ozark,"Ozark, Missouri, US",3/23/2020 23:19,36.64916339,-92.44459066,0,0,0,0
13223,US,Wisconsin,Ozaukee,"Ozaukee, Wisconsin, US",3/23/2020 23:19,43.38352225,-87.94625009,14,1,0,0
13224,US,Washington,Pacific,"Pacific, Washington, US",3/23/2020 23:19,46.55418369,-123.7285716,0,0,0,0
13225,US,Iowa,Page,"Page, Iowa, US",3/23/2020 23:19,40.7393172,-95.1497813,0,0,0,0
13226,US,Virginia,Page,"Page, Virginia, US",3/23/2020 23:19,38.61807452,-78.48797204,0,0,0,0
13227,US,Florida,Palm Beach,"Palm Beach, Florida, US",3/23/2020 23:19,26.64676272,-80.46536002,89,3,0,0
13228,US,Iowa,Palo Alto,"Palo Alto, Iowa, US",3/23/2020 23:19,43.08193849,-94.67824621,0,0,0,0
13229,US,Texas,Palo Pinto,"Palo Pinto, Texas, US",3/23/2020 23:19,32.75310985,-98.31319001,0,0,0,0
13230,US,North Carolina,Pamlico,"Pamlico, North Carolina, US",3/23/2020 23:19,35.15253315,-76.66559823,0,0,0,0
13231,US,Mississippi,Panola,"Panola, Mississippi, US",3/23/2020 23:19,34.36398677,-89.95064249,2,0,0,0
13232,US,Texas,Panola,"Panola, Texas, US",3/23/2020 23:19,32.1639596,-94.30552481,0,0,0,0
13233,US,Colorado,Park,"Park, Colorado, US",3/23/2020 23:19,39.120926,-105.7182065,1,0,0,0
13234,US,Montana,Park,"Park, Montana, US",3/23/2020 23:19,45.48965095,-110.5264394,0,0,0,0
13235,US,Wyoming,Park,"Park, Wyoming, US",3/23/2020 23:19,44.52157546,-109.5852825,1,0,0,0
13236,US,Indiana,Parke,"Parke, Indiana, US",3/23/2020 23:19,39.77202286,-87.20375833,0,0,0,0
13237,US,Texas,Parker,"Parker, Texas, US",3/23/2020 23:19,32.77757172,-97.80500621,1,0,0,0
13238,US,Texas,Parmer,"Parmer, Texas, US",3/23/2020 23:19,34.52993409,-102.7844668,0,0,0,0
13239,US,Florida,Pasco,"Pasco, Florida, US",3/23/2020 23:19,28.30810945,-82.40227529,14,1,0,0
13240,US,North Carolina,Pasquotank,"Pasquotank, North Carolina, US",3/23/2020 23:19,36.26723798,-76.25134778,1,0,0,0
13241,US,New Jersey,Passaic,"Passaic, New Jersey, US",3/23/2020 23:19,41.03238628,-74.29954144,141,0,0,0
13242,US,Virginia,Patrick,"Patrick, Virginia, US",3/23/2020 23:19,36.6801638,-80.2865648,0,0,0,0
13243,US,Georgia,Paulding,"Paulding, Georgia, US",3/23/2020 23:19,33.91969522,-84.86848792,5,0,0,0
13244,US,Ohio,Paulding,"Paulding, Ohio, US",3/23/2020 23:19,41.11676341,-84.5801017,0,0,0,0
13245,US,Kansas,Pawnee,"Pawnee, Kansas, US",3/23/2020 23:19,38.18108732,-99.23692334,0,0,0,0
13246,US,Nebraska,Pawnee,"Pawnee, Nebraska, US",3/23/2020 23:19,40.13141096,-96.23705437,0,0,0,0
13247,US,Oklahoma,Pawnee,"Pawnee, Oklahoma, US",3/23/2020 23:19,36.31743373,-96.7033176,3,1,0,0
13248,US,Idaho,Payette,"Payette, Idaho, US",3/23/2020 23:19,44.00545243,-116.7647695,0,0,0,0
13249,US,Oklahoma,Payne,"Payne, Oklahoma, US",3/23/2020 23:19,36.07695283,-96.97584944,3,0,0,0
13250,US,Georgia,Peach,"Peach, Georgia, US",3/23/2020 23:19,32.56934316,-83.82937,3,0,0,0
13251,US,Mississippi,Pearl River,"Pearl River, Mississippi, US",3/23/2020 23:19,30.77090935,-89.58677275,12,0,0,0
13252,US,Texas,Pecos,"Pecos, Texas, US",3/23/2020 23:19,30.78097267,-102.7241261,0,0,0,0
13253,US,North Dakota,Pembina,"Pembina, North Dakota, US",3/23/2020 23:19,48.76623521,-97.5523809,0,0,0,0
13254,US,Missouri,Pemiscot,"Pemiscot, Missouri, US",3/23/2020 23:19,36.2130572,-89.78742322,0,0,0,0
13255,US,Washington,Pend Oreille,"Pend Oreille, Washington, US",3/23/2020 23:19,48.53234021,-117.2741804,0,0,0,0
13256,US,North Carolina,Pender,"Pender, North Carolina, US",3/23/2020 23:19,34.52265624,-77.90352133,0,0,0,0
13257,US,Kentucky,Pendleton,"Pendleton, Kentucky, US",3/23/2020 23:19,38.69607718,-84.35599463,0,0,0,0
13258,US,West Virginia,Pendleton,"Pendleton, West Virginia, US",3/23/2020 23:19,38.68314479,-79.35084086,0,0,0,0
13259,US,Minnesota,Pennington,"Pennington, Minnesota, US",3/23/2020 23:19,48.06642577,-96.0370814,0,0,0,0
13260,US,South Dakota,Pennington,"Pennington, South Dakota, US",3/23/2020 23:19,44.0025835,-102.8240777,1,1,0,0
13261,US,Maine,Penobscot,"Penobscot, Maine, US",3/23/2020 23:19,45.40194593,-68.65020455,3,0,0,0
13262,US,Illinois,Peoria,"Peoria, Illinois, US",3/23/2020 23:19,40.78702156,-89.76078901,3,0,0,0
13263,US,Wisconsin,Pepin,"Pepin, Wisconsin, US",3/23/2020 23:19,44.58307413,-91.99949611,0,0,0,0
13264,US,Nebraska,Perkins,"Perkins, Nebraska, US",3/23/2020 23:19,40.85082525,-101.6502942,0,0,0,0
13265,US,South Dakota,Perkins,"Perkins, South Dakota, US",3/23/2020 23:19,45.49049506,-102.4755586,0,0,0,0
13266,US,North Carolina,Perquimans,"Perquimans, North Carolina, US",3/23/2020 23:19,36.17847453,-76.40603143,0,0,0,0
13267,US,Alabama,Perry,"Perry, Alabama, US",3/23/2020 23:19,32.64048341,-87.29770589,0,0,0,0
13268,US,Arkansas,Perry,"Perry, Arkansas, US",3/23/2020 23:19,34.9459153,-92.94372564,0,0,0,0
13269,US,Illinois,Perry,"Perry, Illinois, US",3/23/2020 23:19,38.08510853,-89.36856219,0,0,0,0
13270,US,Indiana,Perry,"Perry, Indiana, US",3/23/2020 23:19,38.07809328,-86.63741946,0,0,0,0
13271,US,Kentucky,Perry,"Perry, Kentucky, US",3/23/2020 23:19,37.25023553,-83.22922731,0,0,0,0
13272,US,Mississippi,Perry,"Perry, Mississippi, US",3/23/2020 23:19,31.17161885,-88.99281835,1,0,0,0
13273,US,Missouri,Perry,"Perry, Missouri, US",3/23/2020 23:19,37.70660776,-89.82741088,1,0,0,0
13274,US,Ohio,Perry,"Perry, Ohio, US",3/23/2020 23:19,39.73508655,-82.23804971,0,0,0,0
13275,US,Pennsylvania,Perry,"Perry, Pennsylvania, US",3/23/2020 23:19,40.40206612,-77.26297447,0,0,0,0
13276,US,Tennessee,Perry,"Perry, Tennessee, US",3/23/2020 23:19,35.63708728,-87.86139634,2,0,0,0
13277,US,Nevada,Pershing,"Pershing, Nevada, US",3/23/2020 23:19,40.44003782,-118.4005641,0,0,0,0
13278,US,North Carolina,Person,"Person, North Carolina, US",3/23/2020 23:19,36.38989032,-78.97217358,0,0,0,0
13279,US,Alaska,Petersburg,"Petersburg, Alaska, US",3/23/2020 23:19,57.13978948,-132.9540995,0,0,0,0
13280,US,Virginia,Petersburg,"Petersburg, Virginia, US",3/23/2020 23:19,37.20530399,-77.39368102,0,0,0,0
13281,US,Montana,Petroleum,"Petroleum, Montana, US",3/23/2020 23:19,47.1182463,-108.2508876,0,0,0,0
13282,US,Missouri,Pettis,"Pettis, Missouri, US",3/23/2020 23:19,38.72798918,-93.28471706,0,0,0,0
13283,US,Missouri,Phelps,"Phelps, Missouri, US",3/23/2020 23:19,37.87736118,-91.79351727,0,0,0,0
13284,US,Nebraska,Phelps,"Phelps, Nebraska, US",3/23/2020 23:19,40.51156033,-99.41461667,0,0,0,0
13285,US,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania, US",3/23/2020 23:19,40.00338507,-75.1379271,175,0,0,0
13286,US,Arkansas,Phillips,"Phillips, Arkansas, US",3/23/2020 23:19,34.43268455,-90.84800154,0,0,0,0
13287,US,Colorado,Phillips,"Phillips, Colorado, US",3/23/2020 23:19,40.59414277,-102.3577703,0,0,0,0
13288,US,Kansas,Phillips,"Phillips, Kansas, US",3/23/2020 23:19,39.78465501,-99.34668865,0,0,0,0
13289,US,Montana,Phillips,"Phillips, Montana, US",3/23/2020 23:19,48.25936577,-107.9128511,0,0,0,0
13290,US,Illinois,Piatt,"Piatt, Illinois, US",3/23/2020 23:19,40.01360584,-88.59319339,0,0,0,0
